Symbol	Description	Score	Functions	Links
PLOD2		0.8558222370062484	extracellular matrix organization, extracellular structure organization, response to decreased oxygen levels, response to hypoxia, response to oxygen levels	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5352
OTUB1		0.8553340405333831	negative regulation of cellular component organization, regulation of chromosome organization, regulation of DNA metabolic process, regulation of histone modification	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=101927673
BGN		0.8552351504870407	extracellular matrix, extracellular matrix organization, extracellular matrix structural constituent, extracellular structure organization, proteinaceous extracellular matrix	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=633
CSRP1		0.8544235232727729		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1465
NUTF2		0.8536051447247994	nuclear export, nuclear transport, nucleocytoplasmic transport	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10204
ANXA1		0.8491174655509051	cellular response to organic cyclic compound, peptide cross-linking, response to organic cyclic compound, response to steroid hormone, skin development	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=301
TCF4		0.8485386828215818		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6925
MXI1		0.8478857447656749	nuclear import, nuclear transport, nucleocytoplasmic transport, protein localization to nucleus	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4601
GBAS		0.847548082694467	negative regulation of transferase activity	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2631
KCTD12		0.843217587099193		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=115207
PPP2CB		0.8409084266703074	cellular response to fibroblast growth factor stimulus, fibroblast growth factor receptor signaling pathway, protein phosphatase type 2A complex, protein serine/threonine phosphatase complex, response to fibroblast growth factor	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5516
TUBB4B		0.8362846977057863	'de novo' posttranslational protein folding, 'de novo' protein folding, cell cycle G2/M phase transition, G2/M transition of mitotic cell cycle	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10383
PRPF3		0.8344243759988513	mRNA processing, mRNA splicing, via spliceosome, RNA splicing, RNA splicing, via transesterification reactions, RNA splicing, via transesterification reactions with bulged adenosine as nucleophile, spliceosomal complex	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9129
ACTN1		0.8292501694482761	adherens junction assembly, adherens junction organization, cell junction assembly, cell junction organization, cell-cell junction organization, extracellular matrix organization, extracellular structure organization, platelet alpha granule lumen, platelet degranulation	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=87
SPARC		0.8263050717296877	extracellular matrix, extracellular matrix organization, extracellular structure organization, platelet alpha granule lumen, platelet degranulation, proteinaceous extracellular matrix	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6678
ZFP36		0.8253232674144386	mRNA 3'-end processing, mRNA binding, mRNA catabolic process, mRNA processing, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, nuclear-transcribed mRNA poly(A) tail shortening, positive regulation of mRNA 3'-end processing, positive regulation of mRNA catabolic process, positive regulation of mRNA processing, positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, positive regulation of nuclear-transcribed mRNA poly(A) tail shortening, posttranscriptional regulation of gene expression, regulation of mRNA 3'-end processing, regulation of mRNA catabolic process, regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, regulation of nuclear-transcribed mRNA poly(A) tail shortening, regulation of translation, ribonucleoprotein granule, RNA 3'-end processing, RNA catabolic process	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7538
SF3B1		0.8202989951406114	catalytic step 2 spliceosome, mRNA processing, mRNA splicing, via spliceosome, RNA splicing, RNA splicing, via transesterification reactions, RNA splicing, via transesterification reactions with bulged adenosine as nucleophile, spliceosomal complex	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23451
PPP2CA		0.791947134542003	cellular response to fibroblast growth factor stimulus, fibroblast growth factor receptor signaling pathway, mitotic nuclear envelope reassembly, mRNA catabolic process, negative regulation of cellular component organization, negative regulation of transferase activity, nuclear envelope organization, nuclear envelope reassembly, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, nucleus organization, protein phosphatase type 2A complex, protein serine/threonine phosphatase complex, regulation of DNA metabolic process, regulation of DNA replication, regulation of stem cell differentiation, response to fibroblast growth factor, RNA catabolic process, RNA splicing	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5515
TARDBP		0.7803862311592855	mRNA binding, posttranscriptional regulation of gene expression, RNA splicing, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23435
SF3B14		0.008378728852197426	mRNA processing, mRNA splicing, via spliceosome, RNA splicing, RNA splicing, via transesterification reactions, RNA splicing, via transesterification reactions with bulged adenosine as nucleophile, spliceosomal complex	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=51639
COL3A1		0.007301951646300375	cellular response to transforming growth factor beta stimulus, collagen catabolic process, collagen fibril organization, collagen metabolic process, extracellular matrix, extracellular matrix disassembly, extracellular matrix organization, extracellular matrix structural constituent, extracellular structure organization, multicellular organismal catabolic process, multicellular organismal macromolecule metabolic process, multicellular organismal metabolic process, peptide cross-linking, proteinaceous extracellular matrix, response to transforming growth factor beta, skin development, transforming growth factor beta receptor signaling pathway, transmembrane receptor protein serine/threonine kinase signaling pathway	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1281
NELFE		0.006781588134128935	viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=100302242
MAZ		0.00668138589029299		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4150
PPP2R1A		0.006569118739747748	cell cycle G2/M phase transition, cellular response to fibroblast growth factor stimulus, fibroblast growth factor receptor signaling pathway, G2/M transition of mitotic cell cycle, mitotic nuclear envelope reassembly, mRNA catabolic process, negative regulation of transferase activity, nuclear envelope organization, nuclear envelope reassembly, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, nucleus organization, phosphatase regulator activity, protein phosphatase regulator activity, protein phosphatase type 2A complex, protein phosphatase type 2A regulator activity, protein serine/threonine phosphatase complex, regulation of DNA metabolic process, regulation of DNA replication, response to fibroblast growth factor, RNA catabolic process, RNA splicing	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5518
UBC		0.006263307674744756	cell cycle G2/M phase transition, cellular response to fibroblast growth factor stimulus, cellular response to transforming growth factor beta stimulus, Fc receptor signaling pathway, Fc-epsilon receptor signaling pathway, fibroblast growth factor receptor signaling pathway, G2/M transition of mitotic cell cycle, immune response-regulating cell surface receptor signaling pathway, intracellular transport of virus, multi-organism intracellular transport, multi-organism metabolic process, multi-organism transport, MyD88-dependent toll-like receptor signaling pathway, MyD88-independent toll-like receptor signaling pathway, Notch receptor processing, Notch signaling pathway, response to decreased oxygen levels, response to fibroblast growth factor, response to hypoxia, response to oxygen levels, response to transforming growth factor beta, toll-like receptor 10 signaling pathway, toll-like receptor 2 signaling pathway, toll-like receptor 3 signaling pathway, toll-like receptor 4 signaling pathway, toll-like receptor 5 signaling pathway, toll-like receptor 9 signaling pathway, toll-like receptor signaling pathway, toll-like receptor TLR1:TLR2 signaling pathway, toll-like receptor TLR6:TLR2 signaling pathway, transforming growth factor beta receptor signaling pathway, transmembrane receptor protein serine/threonine kinase signaling pathway, transport of virus, TRIF-dependent toll-like receptor signaling pathway, viral gene expression, viral life cycle	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7316
MAX		0.006188719854417879		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4149
OTUD6B		0.006052306559627352		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=51633
ATXN2		0.005611147982582387	negative regulation of cellular component organization, posttranscriptional regulation of gene expression, regulation of translation, ribonucleoprotein granule	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6311
SH2D3A		0.005482684013245864		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10045
RAN		0.005419498477689022	intracellular transport of virus, multi-organism intracellular transport, multi-organism transport, nuclear export, nuclear transport, nucleocytoplasmic transport, transport of virus, viral life cycle	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5901
AGO4		0.004850379116190073	cellular response to fibroblast growth factor stimulus, Fc receptor signaling pathway, Fc-epsilon receptor signaling pathway, fibroblast growth factor receptor signaling pathway, immune response-regulating cell surface receptor signaling pathway, mRNA catabolic process, Notch signaling pathway, posttranscriptional regulation of gene expression, regulation of translation, response to fibroblast growth factor, RNA catabolic process	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=192670
PPP1CA		0.004788235415352948	cellular response to transforming growth factor beta stimulus, protein serine/threonine phosphatase complex, response to transforming growth factor beta, transforming growth factor beta receptor signaling pathway, transmembrane receptor protein serine/threonine kinase signaling pathway	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5499
MACF1		0.004439091818484786	adherens junction assembly, adherens junction organization, cell junction assembly, cell junction organization, cell-cell junction organization, establishment of protein localization to membrane, protein localization to membrane, single-organism cellular localization, single-organism localization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23499
NOTCH1		0.004395429135723938	cell surface receptor signaling pathway involved in heart development, endocardial cushion development, endothelium development, extracellular matrix organization, extracellular structure organization, Notch receptor processing, Notch signaling pathway, regulation of stem cell differentiation, response to decreased oxygen levels, response to hypoxia, response to oxygen levels, smooth muscle cell differentiation, transmembrane receptor protein serine/threonine kinase signaling pathway	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4851
CALD1		0.004003426948141431		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=800
RBM17		0.003954953514307691		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=84991
UHMK1		0.003949397730398041	nuclear export, nuclear transport, nucleocytoplasmic transport, posttranscriptional regulation of gene expression, regulation of translation, ribonucleoprotein granule, translational initiation	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=127933
PLRG1		0.0039452132359958925	catalytic step 2 spliceosome, mRNA processing, mRNA splicing, via spliceosome, RNA splicing, RNA splicing, via transesterification reactions, RNA splicing, via transesterification reactions with bulged adenosine as nucleophile, spliceosomal complex	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5356
ACTN4		0.003927018198234378	platelet alpha granule lumen, platelet degranulation, regulation of ion transmembrane transport, regulation of ion transmembrane transporter activity, regulation of metal ion transport, regulation of sodium ion transmembrane transporter activity, regulation of transmembrane transport, regulation of transmembrane transporter activity	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=81
SCN2B		0.0038509760164962548	regulation of ion transmembrane transport, regulation of ion transmembrane transporter activity, regulation of metal ion transport, regulation of sodium ion transmembrane transporter activity, regulation of transmembrane transport, regulation of transmembrane transporter activity	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6327
DDX17		0.0037765956258247746		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10521
ANXA4		0.003753208059497637		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=307
KPNB1		0.0035432600467877884	intracellular transport of virus, multi-organism intracellular transport, multi-organism transport, nuclear import, nuclear transport, nucleocytoplasmic transport, protein localization to nucleus, protein targeting, transport of virus, viral life cycle	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3837
PFDN5		0.0035314692940868198	'de novo' posttranslational protein folding, 'de novo' protein folding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5204
TMEM189-UBE2V1		0.0035092495631428577		http://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000124208
C4A		0.0034845012314884682		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=720
SMNDC1		0.003436146001069562	RNA splicing, RNA splicing, via transesterification reactions	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10285
TLX1		0.003432424728393668		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3195
BMP4		0.003427013526703493	cell surface receptor signaling pathway involved in heart development, cellular response to organic cyclic compound, collagen metabolic process, endocardial cushion development, endothelium development, extracellular matrix organization, extracellular structure organization, multicellular organismal macromolecule metabolic process, multicellular organismal metabolic process, negative regulation of cellular component organization, negative regulation of transferase activity, nuclear import, nuclear transport, nucleocytoplasmic transport, protein localization to nucleus, regulation of DNA metabolic process, regulation of DNA replication, response to organic cyclic compound, response to steroid hormone, SMAD protein signal transduction, smooth muscle cell differentiation, transmembrane receptor protein serine/threonine kinase signaling pathway	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=652
MFAP1		0.0033525781890862416	extracellular matrix, extracellular matrix organization, extracellular structure organization, proteinaceous extracellular matrix	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4236
TUBB		0.0033448806943650045	cell cycle G2/M phase transition, G2/M transition of mitotic cell cycle	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=203068
COL14A1		0.0033263263379803565	collagen catabolic process, collagen fibril organization, collagen metabolic process, extracellular matrix, extracellular matrix disassembly, extracellular matrix organization, extracellular matrix structural constituent, extracellular structure organization, multicellular organismal catabolic process, multicellular organismal macromolecule metabolic process, multicellular organismal metabolic process, proteinaceous extracellular matrix	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7373
THOC2		0.003318232800617771	intracellular transport of virus, multi-organism intracellular transport, multi-organism transport, nuclear export, nuclear transport, nucleocytoplasmic transport, transport of virus, viral life cycle	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=57187
PCBP1		0.0032960326880382973	mRNA processing, mRNA splicing, via spliceosome, RNA splicing, RNA splicing, via transesterification reactions, RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5093
SET		0.003282297314827154	macromolecular complex disassembly, negative regulation of cellular component organization, nuclear transport, nucleocytoplasmic transport, phosphatase regulator activity, protein complex disassembly, protein phosphatase regulator activity, protein phosphatase type 2A regulator activity, regulation of chromosome organization, regulation of histone modification	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6418
SF3A2		0.0032818906671447934	catalytic step 2 spliceosome, mRNA processing, mRNA splicing, via spliceosome, RNA splicing, RNA splicing, via transesterification reactions, RNA splicing, via transesterification reactions with bulged adenosine as nucleophile, spliceosomal complex	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8175
TUBA1B		0.003234458366644599	'de novo' posttranslational protein folding, 'de novo' protein folding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10376
GNGT1		0.0031951630370506967		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2792
PPP2R1B		0.0031575045314249373		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5519
S100A11		0.0031559494334947313	regulation of DNA metabolic process, regulation of DNA replication	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6282
RNPS1		0.003154997481612354	mRNA 3'-end processing, mRNA binding, mRNA catabolic process, mRNA processing, mRNA splicing, via spliceosome, nuclear export, nuclear transport, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, nucleocytoplasmic transport, RNA 3'-end processing, RNA catabolic process, RNA splicing, RNA splicing, via transesterification reactions, RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10921
PAN2		0.003148842181331546	mRNA 3'-end processing, mRNA catabolic process, mRNA processing, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, nuclear-transcribed mRNA poly(A) tail shortening, RNA 3'-end processing, RNA catabolic process	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9924
PRKAR2A		0.0031187156432065377	cellular response to fibroblast growth factor stimulus, fibroblast growth factor receptor signaling pathway, negative regulation of transferase activity, response to fibroblast growth factor	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5576
NEURL		0.0030903619774872437	Notch signaling pathway	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9148
LRRC7		0.003082033542446627		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=57554
CTNNB1		0.0030815021787312658	adherens junction assembly, adherens junction organization, cell junction assembly, cell junction organization, cell surface receptor signaling pathway involved in heart development, cell-cell junction organization, cellular response to fibroblast growth factor stimulus, cellular response to organic cyclic compound, endothelium development, fibroblast growth factor receptor signaling pathway, R-SMAD binding, regulation of chromosome organization, regulation of ion transmembrane transport, regulation of metal ion transport, regulation of stem cell differentiation, regulation of transmembrane transport, response to fibroblast growth factor, response to organic cyclic compound, response to steroid hormone, skin development, smooth muscle cell differentiation	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1499
CNOT1		0.003078016334205791	mRNA 3'-end processing, mRNA catabolic process, mRNA processing, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, nuclear-transcribed mRNA poly(A) tail shortening, positive regulation of mRNA 3'-end processing, positive regulation of mRNA catabolic process, positive regulation of mRNA processing, positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, positive regulation of nuclear-transcribed mRNA poly(A) tail shortening, regulation of mRNA 3'-end processing, regulation of mRNA catabolic process, regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, regulation of nuclear-transcribed mRNA poly(A) tail shortening, regulation of stem cell differentiation, ribonucleoprotein granule, RNA 3'-end processing, RNA catabolic process	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23019
FOS		0.0030495634085533907	cellular response to transforming growth factor beta stimulus, Fc receptor signaling pathway, Fc-epsilon receptor signaling pathway, immune response-regulating cell surface receptor signaling pathway, MyD88-dependent toll-like receptor signaling pathway, MyD88-independent toll-like receptor signaling pathway, R-SMAD binding, response to transforming growth factor beta, SMAD protein signal transduction, toll-like receptor 10 signaling pathway, toll-like receptor 2 signaling pathway, toll-like receptor 3 signaling pathway, toll-like receptor 4 signaling pathway, toll-like receptor 5 signaling pathway, toll-like receptor 9 signaling pathway, toll-like receptor signaling pathway, toll-like receptor TLR1:TLR2 signaling pathway, toll-like receptor TLR6:TLR2 signaling pathway, transforming growth factor beta receptor signaling pathway, transmembrane receptor protein serine/threonine kinase signaling pathway, TRIF-dependent toll-like receptor signaling pathway	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2353
EIF4A3		0.002979591313040153	catalytic step 2 spliceosome, mRNA 3'-end processing, mRNA binding, mRNA catabolic process, mRNA processing, mRNA splicing, via spliceosome, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, nuclear-transcribed mRNA poly(A) tail shortening, posttranscriptional regulation of gene expression, regulation of translation, RNA 3'-end processing, RNA catabolic process, RNA splicing, RNA splicing, via transesterification reactions, RNA splicing, via transesterification reactions with bulged adenosine as nucleophile, spliceosomal complex	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9775
PKN2		0.0029474083459606337	cell junction assembly, cell junction organization, cell-cell junction organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5586
UBE2N		0.0029303448669176224	Fc receptor signaling pathway, Fc-epsilon receptor signaling pathway, immune response-regulating cell surface receptor signaling pathway, MyD88-dependent toll-like receptor signaling pathway, regulation of chromosome organization, regulation of DNA metabolic process, regulation of histone modification, toll-like receptor 10 signaling pathway, toll-like receptor 2 signaling pathway, toll-like receptor 4 signaling pathway, toll-like receptor 5 signaling pathway, toll-like receptor 9 signaling pathway, toll-like receptor signaling pathway, toll-like receptor TLR1:TLR2 signaling pathway, toll-like receptor TLR6:TLR2 signaling pathway	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7334
PA2G4		0.0029244166306335306		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5036
POLR2B		0.0029219295259754197	mRNA processing, mRNA splicing, via spliceosome, RNA splicing, RNA splicing, via transesterification reactions, RNA splicing, via transesterification reactions with bulged adenosine as nucleophile, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5431
CTNNA1		0.0029110037319688975	adherens junction organization, cell junction assembly, cell junction organization, cell-cell junction organization, cellular response to organic cyclic compound, response to organic cyclic compound	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1495
CSAD		0.002901699064739083		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=51380
HNRNPA1		0.0028969509839908425	catalytic step 2 spliceosome, mRNA processing, mRNA splicing, via spliceosome, nuclear export, nuclear import, nuclear transport, nucleocytoplasmic transport, RNA splicing, RNA splicing, via transesterification reactions, RNA splicing, via transesterification reactions with bulged adenosine as nucleophile, spliceosomal complex	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3178
