Symbol	Description	Score	Functions	Links
PABPN1		0.0007529645365861315	mRNA processing, mRNA splicing, via spliceosome, RNA splicing, RNA splicing, via transesterification reactions, RNA splicing, via transesterification reactions with bulged adenosine as nucleophile, viral life cycle	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8106
PABPC1		0.000679802618491876	catalytic step 2 spliceosome, cytoplasmic stress granule, mRNA catabolic process, mRNA processing, mRNA splicing, via spliceosome, mRNA stabilization, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, poly-purine tract binding, posttranscriptional regulation of gene expression, regulation of mRNA stability, regulation of RNA stability, regulation of translation, ribonucleoprotein granule, RNA catabolic process, RNA splicing, RNA splicing, via transesterification reactions, RNA splicing, via transesterification reactions with bulged adenosine as nucleophile, RNA stabilization, single-stranded RNA binding, spliceosomal complex, translation regulator activity, translational initiation	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=26986
HSPA4		0.0006194632996156524	establishment of protein localization to membrane, protein localization to membrane, protein targeting, single-organism cellular localization, single-organism localization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3308
KPNA2		0.0005977494605996503	protein targeting	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3838
LRRC15		0.000583273129340478		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=131578
FAM98A		0.0005824699522178345		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=25940
SLC25A23		0.000582390093441354		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=79085
FAM120A		0.0005820062961855998		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23196
DHX57		0.0005818111764586686		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=90957
GRSF1		0.0005816280424708609	mRNA binding, mRNA processing	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2926
HNRNPDL		0.0005814303857286096	poly-purine tract binding, single-stranded DNA binding, single-stranded RNA binding, spliceosomal complex, structure-specific DNA binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9987
YTHDF2		0.0005810452586267334	posttranscriptional regulation of gene expression, regulation of mRNA stability, regulation of RNA stability, ribonucleoprotein granule	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=51441
MSI1		0.0005808778093341349		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4440
MRPL48		0.0005807081894655397	ribosome	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=51642
PRRC2C		0.0005806436863806663		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23215
ASPH		0.0005803123911242158		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=444
HIST1H1D		0.0005800501585958573		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3007
YTHDC2		0.0005799210469257798		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=64848
LARP4		0.0005797277118424482		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=113251
ELAVL2		0.0005796702743042781	mRNA 3'-UTR binding, mRNA binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1993
CELF1		0.0005794877195402504	mRNA binding, mRNA processing, mRNA splicing, via spliceosome, negative regulation of translation, posttranscriptional regulation of gene expression, regulation of translation, ribonucleoprotein complex assembly, ribonucleoprotein complex biogenesis, ribonucleoprotein complex subunit organization, RNA splicing, RNA splicing, via transesterification reactions, RNA splicing, via transesterification reactions with bulged adenosine as nucleophile, translation regulator activity	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10658
DDX50		0.000579464585886591		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=79009
TRMT1L		0.0005792523428072571		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=81627
QPCTL		0.0005791699125483052		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=54814
ZNF346		0.000578782607688233		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23567
MSI2		0.0005783075064625942		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=124540
NOP16		0.0005782451697387003		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=51491
CAPRIN1		0.0005780427658809706	cytoplasmic stress granule, negative regulation of translation, posttranscriptional regulation of gene expression, regulation of translation, ribonucleoprotein granule	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4076
NOP14		0.000577503190206996	ncRNA processing, ribonucleoprotein complex biogenesis, ribosomal small subunit biogenesis, ribosome biogenesis, rRNA metabolic process, rRNA processing, snoRNA binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8602
MRPL22		0.0005774543477669591		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=29093
RNF10		0.000577429696955345		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9921
HNRNPA3		0.000576964443837813	catalytic step 2 spliceosome, mRNA processing, mRNA splicing, via spliceosome, RNA splicing, RNA splicing, via transesterification reactions, RNA splicing, via transesterification reactions with bulged adenosine as nucleophile, spliceosomal complex	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=220988
ATXN2L		0.0005765465549461557	cytoplasmic mRNA processing body assembly, cytoplasmic stress granule, ribonucleoprotein complex assembly, ribonucleoprotein complex biogenesis, ribonucleoprotein complex subunit organization, ribonucleoprotein granule	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=11273
RPL32		0.0005764900437269516	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic large ribosomal subunit, cytosolic part, cytosolic ribosome, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, large ribosomal subunit, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribosomal subunit, ribosome, RNA catabolic process, single-organism cellular localization, single-organism localization, SRP-dependent cotranslational protein targeting to membrane, structural constituent of ribosome, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6161
LSM12		0.0005763258432651686		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=124801
NKRF		0.0005762454437163167		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=55922
RPS17		0.0005761009096973413	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic part, cytosolic ribosome, cytosolic small ribosomal subunit, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, ncRNA processing, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribonucleoprotein complex assembly, ribonucleoprotein complex biogenesis, ribonucleoprotein complex subunit organization, ribosomal small subunit biogenesis, ribosomal subunit, ribosome, ribosome biogenesis, RNA catabolic process, rRNA metabolic process, rRNA processing, single-organism cellular localization, single-organism localization, small ribosomal subunit, SRP-dependent cotranslational protein targeting to membrane, structural constituent of ribosome, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6218
PWP2		0.0005760194009809538		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5822
PKP1		0.0005760105971832075		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5317
PATL1		0.0005758971552954351	cytoplasmic mRNA processing body assembly, mRNA catabolic process, nuclear-transcribed mRNA catabolic process, poly-purine tract binding, ribonucleoprotein complex assembly, ribonucleoprotein complex biogenesis, ribonucleoprotein complex subunit organization, ribonucleoprotein granule, RNA catabolic process, single-stranded RNA binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=219988
SRBD1		0.0005758719171820026		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=55133
MRPS34		0.000575835888784737		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=65993
DCD		0.0005758334470108983		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=117159
MTDH		0.0005757752789601334		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=92140
RALY		0.0005757189648007977	catalytic step 2 spliceosome, mRNA processing, mRNA splicing, via spliceosome, RNA splicing, RNA splicing, via transesterification reactions, RNA splicing, via transesterification reactions with bulged adenosine as nucleophile, spliceosomal complex	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=22913
SDAD1		0.0005756574750988008	ribonucleoprotein complex biogenesis, ribosomal large subunit biogenesis, ribosome biogenesis	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=55153
RPL10A		0.0005756291393111956	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic large ribosomal subunit, cytosolic part, cytosolic ribosome, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, large ribosomal subunit, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribosomal subunit, ribosome, RNA catabolic process, single-organism cellular localization, single-organism localization, SRP-dependent cotranslational protein targeting to membrane, structural constituent of ribosome, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4736
HELZ		0.0005753978254807723		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9931
RPL9		0.0005750393243354468	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic large ribosomal subunit, cytosolic part, cytosolic ribosome, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, large ribosomal subunit, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribosomal subunit, ribosome, RNA catabolic process, single-organism cellular localization, single-organism localization, SRP-dependent cotranslational protein targeting to membrane, structural constituent of ribosome, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6133
PURB		0.0005748512016798824	mRNA binding, single-stranded DNA binding, structure-specific DNA binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5814
ADAR		0.0005747216606365457	protein targeting, spliceosomal complex	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=103
RPS23		0.0005746793960216268	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic part, cytosolic ribosome, cytosolic small ribosomal subunit, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribosomal subunit, ribosome, RNA catabolic process, single-organism cellular localization, single-organism localization, small ribosomal subunit, SRP-dependent cotranslational protein targeting to membrane, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6228
HNRNPUL2		0.0005746599876539915		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=221092
ZC3H11A		0.0005744998509598087		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=441155
ZFR		0.0005744694385452775		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=51663
DIMT1		0.0005742667943908764		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=27292
MRPS27		0.0005741632679504005		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23107
NUFIP2		0.0005740120523813896	ribosome	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=57532
RPL13A		0.0005737042504450618	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic large ribosomal subunit, cytosolic part, cytosolic ribosome, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, large ribosomal subunit, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, negative regulation of translation, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, posttranscriptional regulation of gene expression, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, regulation of translation, ribonucleoprotein complex assembly, ribonucleoprotein complex subunit organization, ribosomal subunit, ribosome, RNA catabolic process, single-organism cellular localization, single-organism localization, SRP-dependent cotranslational protein targeting to membrane, structural constituent of ribosome, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23521
RPS25		0.0005736572699496789	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic part, cytosolic ribosome, cytosolic small ribosomal subunit, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribosomal subunit, ribosome, RNA catabolic process, single-organism cellular localization, single-organism localization, small ribosomal subunit, SRP-dependent cotranslational protein targeting to membrane, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6230
RPS20		0.0005734960266004507	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic part, cytosolic ribosome, cytosolic small ribosomal subunit, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribosomal subunit, ribosome, RNA catabolic process, single-organism cellular localization, single-organism localization, small ribosomal subunit, SRP-dependent cotranslational protein targeting to membrane, structural constituent of ribosome, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=26795
AHNAK		0.0005734956098873978	RNA splicing	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=79026
RPS14		0.0005734782970662211	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic part, cytosolic ribosome, cytosolic small ribosomal subunit, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, macromolecular complex disassembly, mRNA binding, mRNA catabolic process, multi-organism metabolic process, ncRNA processing, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, posttranscriptional regulation of gene expression, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, regulation of translation, ribonucleoprotein complex assembly, ribonucleoprotein complex biogenesis, ribonucleoprotein complex subunit organization, ribosomal small subunit biogenesis, ribosomal subunit, ribosome, ribosome biogenesis, RNA catabolic process, rRNA metabolic process, rRNA processing, single-organism cellular localization, single-organism localization, small ribosomal subunit, SRP-dependent cotranslational protein targeting to membrane, translation regulator activity, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6208
STAU1		0.0005734546255639072	cytoplasmic stress granule, ribonucleoprotein granule	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6780
TPI1		0.0005733945331395374		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7167
MRPL44		0.0005732402852797747	translational elongation	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=65080
RPS11		0.0005732189313809588	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic part, cytosolic ribosome, cytosolic small ribosomal subunit, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribosomal subunit, ribosome, RNA catabolic process, single-organism cellular localization, single-organism localization, small ribosomal subunit, SRP-dependent cotranslational protein targeting to membrane, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6205
NOP58		0.0005731563223076441	ncRNA processing, protein targeting, ribonucleoprotein complex biogenesis, ribosome biogenesis, rRNA metabolic process, rRNA processing, snoRNA binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=51602
NOP2		0.0005731410753024857		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4839
GIGYF2		0.0005730779356745708	negative regulation of translation, posttranscriptional regulation of gene expression, regulation of translation	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=26058
RPL18A		0.0005728944276445769	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic large ribosomal subunit, cytosolic part, cytosolic ribosome, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, large ribosomal subunit, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribosomal subunit, ribosome, RNA catabolic process, single-organism cellular localization, single-organism localization, SRP-dependent cotranslational protein targeting to membrane, structural constituent of ribosome, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=26780
RPL12		0.0005728666544915773	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic large ribosomal subunit, cytosolic part, cytosolic ribosome, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, large ribosomal subunit, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribosomal subunit, ribosome, RNA catabolic process, single-organism cellular localization, single-organism localization, SRP-dependent cotranslational protein targeting to membrane, structural constituent of ribosome, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6136
PHGDH		0.0005727458183799605		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=26227
DAP3		0.0005727151681014786		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7818
IGF2BP2		0.0005725415098917219	mRNA 3'-UTR binding, mRNA binding, negative regulation of translation, posttranscriptional regulation of gene expression, regulation of translation, translation regulator activity	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10644
USP10		0.0005724824499016012		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9100
RPL31		0.0005723216671734144	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic large ribosomal subunit, cytosolic part, cytosolic ribosome, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, large ribosomal subunit, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribosomal subunit, ribosome, RNA catabolic process, single-organism cellular localization, single-organism localization, SRP-dependent cotranslational protein targeting to membrane, structural constituent of ribosome, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6160
RPL21		0.0005722849885663184	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic large ribosomal subunit, cytosolic part, cytosolic ribosome, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, large ribosomal subunit, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribosomal subunit, ribosome, RNA catabolic process, single-organism cellular localization, single-organism localization, SRP-dependent cotranslational protein targeting to membrane, structural constituent of ribosome, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=26771
GNL3		0.0005720290577879705	ribonucleoprotein complex biogenesis, ribosome biogenesis	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=100113381
RPL35		0.0005718775219731853	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic large ribosomal subunit, cytosolic part, cytosolic ribosome, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, large ribosomal subunit, macromolecular complex disassembly, mRNA binding, mRNA catabolic process, multi-organism metabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribosomal subunit, ribosome, RNA catabolic process, single-organism cellular localization, single-organism localization, SRP-dependent cotranslational protein targeting to membrane, structural constituent of ribosome, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=11224
PURA		0.0005717597343746772	single-stranded DNA binding, structure-specific DNA binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5813
