Symbol	Description	Score	Functions	Links
PPP1R7		0.6340778631834282		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5510
STMN1		0.6323257404297125	cellular protein complex disassembly, macromolecular complex disassembly, protein complex disassembly	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3925
ZFYVE26		0.6322464080710655		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23503
BPTF		0.6188776112767097		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2186
PFDN1		0.6187393867254967	'de novo' posttranslational protein folding, 'de novo' protein folding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5201
SERBP1		0.6153732786207413	mRNA 3'-UTR binding, mRNA binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=26135
NUTF2		0.6128118586274587		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10204
CDH11		0.6112794135446812		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1009
POGZ		0.6106231250613983		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23126
SCN1B		0.609123606300827		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6324
PPP2CB		0.6088091052638378	protein phosphatase type 2A complex, protein serine/threonine phosphatase complex	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5516
CST3		0.6062070799252957	extracellular matrix organization, extracellular structure organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1471
SF3B1		0.6015505958743954		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23451
RPL37		0.5989367568744788	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic large ribosomal subunit, cytosolic part, cytosolic ribosome, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, large ribosomal subunit, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribosomal subunit, ribosome, RNA catabolic process, single-organism cellular localization, single-organism localization, SRP-dependent cotranslational protein targeting to membrane, structural constituent of ribosome, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6167
MXI1		0.5978340960701096		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4601
TCF4		0.5969657610379304		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6925
CSRP1		0.5953374885669517		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1465
BGN		0.5919681859037342	extracellular matrix organization, extracellular structure organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=633
ACTN1		0.5860949172975131	extracellular matrix organization, extracellular structure organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=87
KCTD12		0.583997482706815		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=115207
CREG1		0.5834332333444475		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8804
ANXA1		0.5823596423225754		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=301
GBAS		0.5815633460364978		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2631
PRPF3		0.5796852098120849		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9129
ZFP36		0.5746619165091112	mRNA binding, mRNA catabolic process, nuclear-transcribed mRNA catabolic process, RNA catabolic process	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7538
PLOD2		0.5683940462295674	extracellular matrix organization, extracellular structure organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5352
SPARC		0.5647037998159639	extracellular matrix organization, extracellular structure organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6678
PPP2CA		0.5262747825946816	mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein phosphatase type 2A complex, protein serine/threonine phosphatase complex, RNA catabolic process	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5515
TUBB4B		0.5221703954164754	'de novo' posttranslational protein folding, 'de novo' protein folding, cell cycle G2/M phase transition, G2/M transition of mitotic cell cycle	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10383
TARDBP		0.41948813130334456	mRNA 3'-UTR binding, mRNA binding, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23435
FAM107B		0.02191614420788085		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=83641
FGFR1OP		0.01597098368334915	cell cycle G2/M phase transition, G2/M transition of mitotic cell cycle	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=11116
NIPBL		0.015727370975913924		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=25836
CEP72		0.010876194164350095	cell cycle G2/M phase transition, G2/M transition of mitotic cell cycle	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=55722
MAD2L2		0.010445447712546185		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10459
SCN2B		0.010083008951560835		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6327
SGOL2		0.009708113462855328		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=151246
MGST3		0.009423963116372225		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4259
WISP1		0.009268144832254244		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8840
DDX21		0.009061124420992162		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9188
FBLN1		0.008614144182716943	extracellular matrix organization, extracellular structure organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2192
SF3B14		0.008481920573487511		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=51639
EMP1		0.008465256255749898		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2012
MAP7D1		0.008119379845196006		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=55700
SEPT2		0.008086937752879053		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4735
VDAC3		0.00791244162927407		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7419
RPS21		0.007909088614514892	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic part, cytosolic ribosome, cytosolic small ribosomal subunit, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, ncRNA processing, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribonucleoprotein complex biogenesis, ribosomal small subunit biogenesis, ribosomal subunit, ribosome, ribosome biogenesis, RNA catabolic process, rRNA metabolic process, rRNA processing, single-organism cellular localization, single-organism localization, small ribosomal subunit, SRP-dependent cotranslational protein targeting to membrane, structural constituent of ribosome, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6227
COL3A1		0.00790550254884309	extracellular matrix organization, extracellular structure organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1281
SQSTM1		0.007630963734539031		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8878
CHCHD4		0.007610634059261989	'de novo' posttranslational protein folding, 'de novo' protein folding, protein targeting	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=131474
PFDN5		0.007460314755536379	'de novo' posttranslational protein folding, 'de novo' protein folding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5204
UHMK1		0.007342072195723359	translational initiation	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=127933
RNPS1		0.007278593332087191	mRNA 3'-UTR binding, mRNA binding, mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, RNA catabolic process	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10921
RPS24		0.007220969556809453	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic part, cytosolic ribosome, cytosolic small ribosomal subunit, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, ncRNA processing, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribonucleoprotein complex biogenesis, ribosomal small subunit biogenesis, ribosomal subunit, ribosome, ribosome biogenesis, RNA catabolic process, rRNA metabolic process, rRNA processing, single-organism cellular localization, single-organism localization, small ribosomal subunit, SRP-dependent cotranslational protein targeting to membrane, structural constituent of ribosome, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6229
RPS17		0.007173499720269261	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic part, cytosolic ribosome, cytosolic small ribosomal subunit, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, ncRNA processing, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribonucleoprotein complex biogenesis, ribosomal small subunit biogenesis, ribosomal subunit, ribosome, ribosome biogenesis, RNA catabolic process, rRNA metabolic process, rRNA processing, single-organism cellular localization, single-organism localization, small ribosomal subunit, SRP-dependent cotranslational protein targeting to membrane, structural constituent of ribosome, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6218
MAZ		0.007139382860754384		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4150
CEP152		0.00700690663195952	cell cycle G2/M phase transition, G2/M transition of mitotic cell cycle	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=22995
FOS		0.007000059003808123		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2353
PPP2R1A		0.006972310667847981	cell cycle G2/M phase transition, G2/M transition of mitotic cell cycle, mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein phosphatase type 2A complex, protein serine/threonine phosphatase complex, RNA catabolic process	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5518
CSNK1E		0.006935472753513472	cell cycle G2/M phase transition, G2/M transition of mitotic cell cycle	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1454
MACF1		0.00689968304735844	establishment of protein localization to membrane, protein localization to membrane, single-organism cellular localization, single-organism localization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23499
ITFG1		0.006815347712175679		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=81533
RPS25		0.006767577042168793	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic part, cytosolic ribosome, cytosolic small ribosomal subunit, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribosomal subunit, ribosome, RNA catabolic process, single-organism cellular localization, single-organism localization, small ribosomal subunit, SRP-dependent cotranslational protein targeting to membrane, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6230
RPS18		0.0067199262429439854	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic part, cytosolic ribosome, cytosolic small ribosomal subunit, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribonucleoprotein complex biogenesis, ribosomal subunit, ribosome, ribosome biogenesis, RNA catabolic process, single-organism cellular localization, single-organism localization, small ribosomal subunit, SRP-dependent cotranslational protein targeting to membrane, structural constituent of ribosome, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6222
SHOC2		0.006684697715425181	protein serine/threonine phosphatase complex	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8036
ICAM1		0.006614268691908731	extracellular matrix organization, extracellular structure organization, viral life cycle	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3383
TUBA1B		0.006576174807747137	'de novo' posttranslational protein folding, 'de novo' protein folding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10376
RPS29		0.006543497341074567	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic part, cytosolic ribosome, cytosolic small ribosomal subunit, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribosomal subunit, ribosome, RNA catabolic process, single-organism cellular localization, single-organism localization, small ribosomal subunit, SRP-dependent cotranslational protein targeting to membrane, structural constituent of ribosome, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6235
RPL7		0.006530388073939242	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic large ribosomal subunit, cytosolic part, cytosolic ribosome, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, large ribosomal subunit, macromolecular complex disassembly, mRNA binding, mRNA catabolic process, multi-organism metabolic process, ncRNA processing, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribonucleoprotein complex biogenesis, ribosomal subunit, ribosome, ribosome biogenesis, RNA catabolic process, rRNA metabolic process, rRNA processing, single-organism cellular localization, single-organism localization, SRP-dependent cotranslational protein targeting to membrane, structural constituent of ribosome, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6129
RPL32		0.006519469802282407	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic large ribosomal subunit, cytosolic part, cytosolic ribosome, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, large ribosomal subunit, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribosomal subunit, ribosome, RNA catabolic process, single-organism cellular localization, single-organism localization, SRP-dependent cotranslational protein targeting to membrane, structural constituent of ribosome, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6161
C2orf47		0.006495412454439686		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=79568
RPS20		0.006483388850212379	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic part, cytosolic ribosome, cytosolic small ribosomal subunit, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribosomal subunit, ribosome, RNA catabolic process, single-organism cellular localization, single-organism localization, small ribosomal subunit, SRP-dependent cotranslational protein targeting to membrane, structural constituent of ribosome, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=26795
RPL9		0.0064164711321823	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic large ribosomal subunit, cytosolic part, cytosolic ribosome, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, large ribosomal subunit, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribosomal subunit, ribosome, RNA catabolic process, single-organism cellular localization, single-organism localization, SRP-dependent cotranslational protein targeting to membrane, structural constituent of ribosome, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6133
RPS7		0.006404902342091345	cellular protein complex disassembly, cotranslational protein targeting to membrane, cytosolic part, cytosolic ribosome, cytosolic small ribosomal subunit, establishment of protein localization to endoplasmic reticulum, establishment of protein localization to membrane, macromolecular complex disassembly, mRNA catabolic process, multi-organism metabolic process, ncRNA processing, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, protein complex disassembly, protein localization to endoplasmic reticulum, protein localization to membrane, protein targeting, protein targeting to ER, protein targeting to membrane, ribonucleoprotein complex biogenesis, ribosomal small subunit biogenesis, ribosomal subunit, ribosome, ribosome biogenesis, RNA catabolic process, rRNA metabolic process, rRNA processing, single-organism cellular localization, single-organism localization, small ribosomal subunit, SRP-dependent cotranslational protein targeting to membrane, translational elongation, translational initiation, translational termination, viral gene expression, viral life cycle, viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6201
PKN2		0.006393484543536498		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5586
